zip_code,city,admin1,admin2
"99553","Akutan","Alaska","Aleutians East"
"99571","Cold Bay","Alaska","Aleutians East"
"99583","False Pass","Alaska","Aleutians East"
"99612","King Cove","Alaska","Aleutians East"
"99661","Sand Point","Alaska","Aleutians East"
"99546","Adak","Alaska","Aleutians West (CA)"
"99547","Atka","Alaska","Aleutians West (CA)"
"99591","Saint George Island","Alaska","Aleutians West (CA)"
"99638","Nikolski","Alaska","Aleutians West (CA)"
"99660","Saint Paul Island","Alaska","Aleutians West (CA)"
"99685","Unalaska","Alaska","Aleutians West (CA)"
"99692","Dutch Harbor","Alaska","Aleutians West (CA)"
"99501","Anchorage","Alaska","Anchorage Municipality"
"99502","Anchorage","Alaska","Anchorage Municipality"
"99503","Anchorage","Alaska","Anchorage Municipality"
"99504","Anchorage","Alaska","Anchorage Municipality"
"99505","Jber","Alaska","Anchorage Municipality"
"99506","Jber","Alaska","Anchorage Municipality"
"99507","Anchorage","Alaska","Anchorage Municipality"
"99508","Anchorage","Alaska","Anchorage Municipality"
"99509","Anchorage","Alaska","Anchorage Municipality"
"99510","Anchorage","Alaska","Anchorage Municipality"
"99511","Anchorage","Alaska","Anchorage Municipality"
"99513","Anchorage","Alaska","Anchorage Municipality"
"99514","Anchorage","Alaska","Anchorage Municipality"
"99515","Anchorage","Alaska","Anchorage Municipality"
"99516","Anchorage","Alaska","Anchorage Municipality"
"99517","Anchorage","Alaska","Anchorage Municipality"
"99518","Anchorage","Alaska","Anchorage Municipality"
"99519","Anchorage","Alaska","Anchorage Municipality"
"99520","Anchorage","Alaska","Anchorage Municipality"
"99521","Anchorage","Alaska","Anchorage Municipality"
"99522","Anchorage","Alaska","Anchorage Municipality"
"99523","Anchorage","Alaska","Anchorage Municipality"
"99524","Anchorage","Alaska","Anchorage Municipality"
"99529","Anchorage","Alaska","Anchorage Municipality"
"99530","Anchorage","Alaska","Anchorage Municipality"
"99540","Indian","Alaska","Anchorage Municipality"
"99567","Chugiak","Alaska","Anchorage Municipality"
"99577","Eagle River","Alaska","Anchorage Municipality"
"99587","Girdwood","Alaska","Anchorage Municipality"
"99599","Anchorage","Alaska","Anchorage Municipality"
"99695","Anchorage","Alaska","Anchorage Municipality"
"99545","Kongiganak","Alaska","Bethel Census Area"
"99551","Akiachak","Alaska","Bethel Census Area"
"99552","Akiak","Alaska","Bethel Census Area"
"99557","Aniak","Alaska","Bethel Census Area"
"99559","Bethel","Alaska","Bethel Census Area"
"99561","Chefornak","Alaska","Bethel Census Area"
"99575","Crooked Creek","Alaska","Bethel Census Area"
"99578","Eek","Alaska","Bethel Census Area"
"99589","Goodnews Bay","Alaska","Bethel Census Area"
"99607","Kalskag","Alaska","Bethel Census Area"
"99609","Kasigluk","Alaska","Bethel Census Area"
"99614","Kipnuk","Alaska","Bethel Census Area"
"99621","Kwethluk","Alaska","Bethel Census Area"
"99622","Kwigillingok","Alaska","Bethel Census Area"
"99626","Lower Kalskag","Alaska","Bethel Census Area"
"99630","Mekoryuk","Alaska","Bethel Census Area"
"99634","Napakiak","Alaska","Bethel Census Area"
"99637","Toksook Bay","Alaska","Bethel Census Area"
"99641","Nunapitchuk","Alaska","Bethel Census Area"
"99651","Platinum","Alaska","Bethel Census Area"
"99655","Quinhagak","Alaska","Bethel Census Area"
"99656","Red Devil","Alaska","Bethel Census Area"
"99668","Sleetmute","Alaska","Bethel Census Area"
"99679","Tuluksak","Alaska","Bethel Census Area"
"99680","Tuntutuliak","Alaska","Bethel Census Area"
"99681","Tununak","Alaska","Bethel Census Area"
"99690","Nightmute","Alaska","Bethel Census Area"
"99613","King Salmon","Alaska","Bristol Bay"
"99633","Naknek","Alaska","Bristol Bay"
"99670","South Naknek","Alaska","Bristol Bay"
"99574","Cordova","Alaska","Chugach Census Area"
"99677","Tatitlek","Alaska","Chugach Census Area"
"99686","Valdez","Alaska","Chugach Census Area"
"99693","Whittier","Alaska","Chugach Census Area"
"99566","Chitina","Alaska","Copper River Census Area"
"99573","Copper Center","Alaska","Copper River Census Area"
"99586","Gakona","Alaska","Copper River Census Area"
"99588","Glennallen","Alaska","Copper River Census Area"
"99704","Clear","Alaska","Denali"
"99729","Cantwell","Alaska","Denali"
"99743","Healy","Alaska","Denali"
"99744","Anderson","Alaska","Denali"
"99755","Denali National Park","Alaska","Denali"
"99555","Aleknagik","Alaska","Dillingham (CA)"
"99569","Clarks Point","Alaska","Dillingham (CA)"
"99576","Dillingham","Alaska","Dillingham (CA)"
"99580","Ekwok","Alaska","Dillingham (CA)"
"99628","Manokotak","Alaska","Dillingham (CA)"
"99636","New Stuyahok","Alaska","Dillingham (CA)"
"99678","Togiak","Alaska","Dillingham (CA)"
"99701","Fairbanks","Alaska","Fairbanks North Star"
"99702","Eielson Afb","Alaska","Fairbanks North Star"
"99703","Fort Wainwright","Alaska","Fairbanks North Star"
"99705","North Pole","Alaska","Fairbanks North Star"
"99706","Fairbanks","Alaska","Fairbanks North Star"
"99707","Fairbanks","Alaska","Fairbanks North Star"
"99708","Fairbanks","Alaska","Fairbanks North Star"
"99709","Fairbanks","Alaska","Fairbanks North Star"
"99710","Fairbanks","Alaska","Fairbanks North Star"
"99711","Fairbanks","Alaska","Fairbanks North Star"
"99712","Fairbanks","Alaska","Fairbanks North Star"
"99714","Salcha","Alaska","Fairbanks North Star"
"99716","Two Rivers","Alaska","Fairbanks North Star"
"99725","Ester","Alaska","Fairbanks North Star"
"99775","Fairbanks","Alaska","Fairbanks North Star"
"99790","Fairbanks","Alaska","Fairbanks North Star"
"99827","Haines","Alaska","Haines"
"99820","Angoon","Alaska","Hoonah-Angoon"
"99825","Elfin Cove","Alaska","Hoonah-Angoon"
"99826","Gustavus","Alaska","Hoonah-Angoon"
"99829","Hoonah","Alaska","Hoonah-Angoon"
"99832","Pelican","Alaska","Hoonah-Angoon"
"99841","Tenakee Springs","Alaska","Hoonah-Angoon"
"99801","Juneau","Alaska","Juneau City and Borough"
"99802","Juneau","Alaska","Juneau City and Borough"
"99803","Juneau","Alaska","Juneau City and Borough"
"99811","Juneau","Alaska","Juneau City and Borough"
"99812","Juneau","Alaska","Juneau City and Borough"
"99821","Auke Bay","Alaska","Juneau City and Borough"
"99824","Douglas","Alaska","Juneau City and Borough"
"99850","Juneau","Alaska","Juneau City and Borough"
"99556","Anchor Point","Alaska","Kenai Peninsula"
"99568","Clam Gulch","Alaska","Kenai Peninsula"
"99572","Cooper Landing","Alaska","Kenai Peninsula"
"99603","Homer","Alaska","Kenai Peninsula"
"99605","Hope","Alaska","Kenai Peninsula"
"99610","Kasilof","Alaska","Kenai Peninsula"
"99611","Kenai","Alaska","Kenai Peninsula"
"99631","Moose Pass","Alaska","Kenai Peninsula"
"99635","Nikiski","Alaska","Kenai Peninsula"
"99639","Ninilchik","Alaska","Kenai Peninsula"
"99663","Seldovia","Alaska","Kenai Peninsula"
"99664","Seward","Alaska","Kenai Peninsula"
"99669","Soldotna","Alaska","Kenai Peninsula"
"99672","Sterling","Alaska","Kenai Peninsula"
"99682","Tyonek","Alaska","Kenai Peninsula"
"99901","Ketchikan","Alaska","Ketchikan Gateway"
"99928","Ward Cove","Alaska","Ketchikan Gateway"
"99950","Ketchikan","Alaska","Ketchikan Gateway"
"99550","Port Lions","Alaska","Kodiak Island"
"99608","Karluk","Alaska","Kodiak Island"
"99615","Kodiak","Alaska","Kodiak Island"
"99619","Kodiak","Alaska","Kodiak Island"
"99624","Larsen Bay","Alaska","Kodiak Island"
"99643","Old Harbor","Alaska","Kodiak Island"
"99644","Ouzinkie","Alaska","Kodiak Island"
"99697","Kodiak","Alaska","Kodiak Island"
"99554","Alakanuk","Alaska","Kusilvak"
"99563","Chevak","Alaska","Kusilvak"
"99581","Emmonak","Alaska","Kusilvak"
"99585","Marshall","Alaska","Kusilvak"
"99604","Hooper Bay","Alaska","Kusilvak"
"99620","Kotlik","Alaska","Kusilvak"
"99632","Mountain Village","Alaska","Kusilvak"
"99650","Pilot Station","Alaska","Kusilvak"
"99657","Russian Mission","Alaska","Kusilvak"
"99658","Saint Marys","Alaska","Kusilvak"
"99662","Scammon Bay","Alaska","Kusilvak"
"99666","Nunam Iqua","Alaska","Kusilvak"
"99548","Chignik Lake","Alaska","Lake and Peninsula"
"99549","Port Heiden","Alaska","Lake and Peninsula"
"99564","Chignik","Alaska","Lake and Peninsula"
"99565","Chignik Lagoon","Alaska","Lake and Peninsula"
"99579","Egegik","Alaska","Lake and Peninsula"
"99606","Iliamna","Alaska","Lake and Peninsula"
"99625","Levelock","Alaska","Lake and Peninsula"
"99640","Nondalton","Alaska","Lake and Peninsula"
"99647","Pedro Bay","Alaska","Lake and Peninsula"
"99648","Perryville","Alaska","Lake and Peninsula"
"99649","Pilot Point","Alaska","Lake and Peninsula"
"99653","Port Alsworth","Alaska","Lake and Peninsula"
"99623","Wasilla","Alaska","Matanuska-Susitna Borough"
"99629","Wasilla","Alaska","Matanuska-Susitna Borough"
"99645","Palmer","Alaska","Matanuska-Susitna Borough"
"99652","Big Lake","Alaska","Matanuska-Susitna Borough"
"99654","Wasilla","Alaska","Matanuska-Susitna Borough"
"99667","Skwentna","Alaska","Matanuska-Susitna Borough"
"99674","Sutton","Alaska","Matanuska-Susitna Borough"
"99676","Talkeetna","Alaska","Matanuska-Susitna Borough"
"99683","Trapper Creek","Alaska","Matanuska-Susitna Borough"
"99687","Wasilla","Alaska","Matanuska-Susitna Borough"
"99688","Willow","Alaska","Matanuska-Susitna Borough"
"99694","Houston","Alaska","Matanuska-Susitna Borough"
"99659","Saint Michael","Alaska","Nome (CA)"
"99671","Stebbins","Alaska","Nome (CA)"
"99684","Unalakleet","Alaska","Nome (CA)"
"99739","Elim","Alaska","Nome (CA)"
"99742","Gambell","Alaska","Nome (CA)"
"99753","Koyuk","Alaska","Nome (CA)"
"99762","Nome","Alaska","Nome (CA)"
"99769","Savoonga","Alaska","Nome (CA)"
"99771","Shaktoolik","Alaska","Nome (CA)"
"99772","Shishmaref","Alaska","Nome (CA)"
"99778","Teller","Alaska","Nome (CA)"
"99783","Wales","Alaska","Nome (CA)"
"99784","White Mountain","Alaska","Nome (CA)"
"99785","Brevig Mission","Alaska","Nome (CA)"
"99721","Anaktuvuk Pass","Alaska","North Slope"
"99723","Barrow","Alaska","North Slope"
"99734","Prudhoe Bay","Alaska","North Slope"
"99747","Kaktovik","Alaska","North Slope"
"99759","Point Lay","Alaska","North Slope"
"99766","Point Hope","Alaska","North Slope"
"99782","Wainwright","Alaska","North Slope"
"99789","Nuiqsut","Alaska","North Slope"
"99791","Atqasuk","Alaska","North Slope"
"99727","Buckland","Alaska","Northwest Arctic"
"99736","Deering","Alaska","Northwest Arctic"
"99749","Kiana","Alaska","Northwest Arctic"
"99750","Kivalina","Alaska","Northwest Arctic"
"99751","Kobuk","Alaska","Northwest Arctic"
"99752","Kotzebue","Alaska","Northwest Arctic"
"99761","Noatak","Alaska","Northwest Arctic"
"99763","Noorvik","Alaska","Northwest Arctic"
"99770","Selawik","Alaska","Northwest Arctic"
"99773","Shungnak","Alaska","Northwest Arctic"
"99786","Ambler","Alaska","Northwest Arctic"
"99830","Kake","Alaska","Petersburg"
"99833","Petersburg","Alaska","Petersburg"
"99836","Port Alexander","Alaska","Prince of Wales-Hyder"
"99903","Meyers Chuck","Alaska","Prince of Wales-Hyder"
"99918","Coffman Cove","Alaska","Prince of Wales-Hyder"
"99919","Thorne Bay","Alaska","Prince of Wales-Hyder"
"99921","Craig","Alaska","Prince of Wales-Hyder"
"99922","Hydaburg","Alaska","Prince of Wales-Hyder"
"99923","Hyder","Alaska","Prince of Wales-Hyder"
"99925","Klawock","Alaska","Prince of Wales-Hyder"
"99926","Metlakatla","Alaska","Prince of Wales-Hyder"
"99927","Point Baker","Alaska","Prince of Wales-Hyder"
"99835","Sitka","Alaska","Sitka City and Borough"
"99840","Skagway","Alaska","Skagway"
"99689","Yakutat","Alaska","Skagway-Hoonah-Angoon"
"99731","Fort Greely","Alaska","Southeast Fairbanks Census Area"
"99732","Chicken","Alaska","Southeast Fairbanks Census Area"
"99737","Delta Junction","Alaska","Southeast Fairbanks Census Area"
"99738","Eagle","Alaska","Southeast Fairbanks Census Area"
"99764","Northway","Alaska","Southeast Fairbanks Census Area"
"99776","Tanacross","Alaska","Southeast Fairbanks Census Area"
"99780","Tok","Alaska","Southeast Fairbanks Census Area"
"99929","Wrangell","Alaska","City and Borough of Wrangell"
"99558","Anvik","Alaska","Yukon-Koyukuk (CA)"
"99590","Grayling","Alaska","Yukon-Koyukuk (CA)"
"99602","Holy Cross","Alaska","Yukon-Koyukuk (CA)"
"99627","Mc Grath","Alaska","Yukon-Koyukuk (CA)"
"99665","Shageluk","Alaska","Yukon-Koyukuk (CA)"
"99675","Takotna","Alaska","Yukon-Koyukuk (CA)"
"99691","Nikolai","Alaska","Yukon-Koyukuk (CA)"
"99720","Allakaket","Alaska","Yukon-Koyukuk (CA)"
"99722","Arctic Village","Alaska","Yukon-Koyukuk (CA)"
"99724","Beaver","Alaska","Yukon-Koyukuk (CA)"
"99726","Bettles Field","Alaska","Yukon-Koyukuk (CA)"
"99730","Central","Alaska","Yukon-Koyukuk (CA)"
"99733","Circle","Alaska","Yukon-Koyukuk (CA)"
"99740","Fort Yukon","Alaska","Yukon-Koyukuk (CA)"
"99741","Galena","Alaska","Yukon-Koyukuk (CA)"
"99745","Hughes","Alaska","Yukon-Koyukuk (CA)"
"99746","Huslia","Alaska","Yukon-Koyukuk (CA)"
"99748","Kaltag","Alaska","Yukon-Koyukuk (CA)"
"99754","Koyukuk","Alaska","Yukon-Koyukuk (CA)"
"99756","Manley Hot Springs","Alaska","Yukon-Koyukuk (CA)"
"99757","Lake Minchumina","Alaska","Yukon-Koyukuk (CA)"
"99758","Minto","Alaska","Yukon-Koyukuk (CA)"
"99760","Nenana","Alaska","Yukon-Koyukuk (CA)"
"99765","Nulato","Alaska","Yukon-Koyukuk (CA)"
"99767","Rampart","Alaska","Yukon-Koyukuk (CA)"
"99768","Ruby","Alaska","Yukon-Koyukuk (CA)"
"99774","Stevens Village","Alaska","Yukon-Koyukuk (CA)"
"99777","Tanana","Alaska","Yukon-Koyukuk (CA)"
"99781","Venetie","Alaska","Yukon-Koyukuk (CA)"
"99788","Chalkyitsik","Alaska","Yukon-Koyukuk (CA)"
"36003","Autaugaville","Alabama","Autauga"
"36006","Billingsley","Alabama","Autauga"
"36008","Booth","Alabama","Autauga"
"36051","Marbury","Alabama","Autauga"
"36066","Prattville","Alabama","Autauga"
"36067","Prattville","Alabama","Autauga"
"36068","Prattville","Alabama","Autauga"
"36749","Jones","Alabama","Autauga"
"36507","Bay Minette","Alabama","Baldwin"
"36511","Bon Secour","Alabama","Baldwin"
"36526","Daphne","Alabama","Baldwin"
"36527","Spanish Fort","Alabama","Baldwin"
"36530","Elberta","Alabama","Baldwin"
"36532","Fairhope","Alabama","Baldwin"
"36533","Fairhope","Alabama","Baldwin"
"36535","Foley","Alabama","Baldwin"
"36536","Foley","Alabama","Baldwin"
"36542","Gulf Shores","Alabama","Baldwin"
"36547","Gulf Shores","Alabama","Baldwin"
"36549","Lillian","Alabama","Baldwin"
"36550","Little River","Alabama","Baldwin"
"36551","Loxley","Alabama","Baldwin"
"36555","Magnolia Springs","Alabama","Baldwin"
"36559","Montrose","Alabama","Baldwin"
"36561","Orange Beach","Alabama","Baldwin"
"36562","Perdido","Alabama","Baldwin"
"36564","Point Clear","Alabama","Baldwin"
"36567","Robertsdale","Alabama","Baldwin"
"36574","Seminole","Alabama","Baldwin"
"36576","Silverhill","Alabama","Baldwin"
"36577","Spanish Fort","Alabama","Baldwin"
"36578","Stapleton","Alabama","Baldwin"
"36579","Stockton","Alabama","Baldwin"
"36580","Summerdale","Alabama","Baldwin"
"36016","Clayton","Alabama","Barbour"
"36017","Clio","Alabama","Barbour"
"36027","Eufaula","Alabama","Barbour"
"36048","Louisville","Alabama","Barbour"
"36072","Eufaula","Alabama","Barbour"
"35034","Brent","Alabama","Bibb"
"35035","Brierfield","Alabama","Bibb"
"35042","Centreville","Alabama","Bibb"
"35074","Green Pond","Alabama","Bibb"
"35184","West Blocton","Alabama","Bibb"
"35188","Woodstock","Alabama","Bibb"
"36792","Randolph","Alabama","Bibb"
"36793","Lawley","Alabama","Bibb"
"35013","Allgood","Alabama","Blount"
"35031","Blountsville","Alabama","Blount"
"35049","Cleveland","Alabama","Blount"
"35079","Hayden","Alabama","Blount"
"35097","Locust Fork","Alabama","Blount"
"35121","Oneonta","Alabama","Blount"
"35133","Remlap","Alabama","Blount"
"36029","Fitzpatrick","Alabama","Bullock"
"36053","Midway","Alabama","Bullock"
"36061","Perote","Alabama","Bullock"
"36089","Union Springs","Alabama","Bullock"
"36015","Chapman","Alabama","Butler"
"36030","Forest Home","Alabama","Butler"
"36033","Georgiana","Alabama","Butler"
"36037","Greenville","Alabama","Butler"
"36456","Mc Kenzie","Alabama","Butler"
"36201","Anniston","Alabama","Calhoun"
"36202","Anniston","Alabama","Calhoun"
"36203","Oxford","Alabama","Calhoun"
"36204","Anniston","Alabama","Calhoun"
"36205","Anniston","Alabama","Calhoun"
"36206","Anniston","Alabama","Calhoun"
"36207","Anniston","Alabama","Calhoun"
"36250","Alexandria","Alabama","Calhoun"
"36253","Bynum","Alabama","Calhoun"
"36254","Choccolocco","Alabama","Calhoun"
"36257","De Armanville","Alabama","Calhoun"
"36260","Eastaboga","Alabama","Calhoun"
"36265","Jacksonville","Alabama","Calhoun"
"36271","Ohatchee","Alabama","Calhoun"
"36272","Piedmont","Alabama","Calhoun"
"36277","Weaver","Alabama","Calhoun"
"36279","Wellington","Alabama","Calhoun"
"36852","Cusseta","Alabama","Chambers"
"36854","Valley","Alabama","Chambers"
"36855","Five Points","Alabama","Chambers"
"36862","Lafayette","Alabama","Chambers"
"36863","Lanett","Alabama","Chambers"
"35959","Cedar Bluff","Alabama","Cherokee"
"35960","Centre","Alabama","Cherokee"
"35973","Gaylesville","Alabama","Cherokee"
"35983","Leesburg","Alabama","Cherokee"
"36275","Spring Garden","Alabama","Cherokee"
"35045","Clanton","Alabama","Chilton"
"35046","Clanton","Alabama","Chilton"
"35085","Jemison","Alabama","Chilton"
"35171","Thorsby","Alabama","Chilton"
"36091","Verbena","Alabama","Chilton"
"36750","Maplesville","Alabama","Chilton"
"36790","Stanton","Alabama","Chilton"
"36904","Butler","Alabama","Choctaw"
"36908","Gilbertown","Alabama","Choctaw"
"36910","Jachin","Alabama","Choctaw"
"36912","Lisman","Alabama","Choctaw"
"36913","Melvin","Alabama","Choctaw"
"36915","Needham","Alabama","Choctaw"
"36916","Pennington","Alabama","Choctaw"
"36919","Silas","Alabama","Choctaw"
"36921","Toxey","Alabama","Choctaw"
"36922","Ward","Alabama","Choctaw"
"36436","Dickinson","Alabama","Clarke"
"36446","Fulton","Alabama","Clarke"
"36451","Grove Hill","Alabama","Clarke"
"36482","Whatley","Alabama","Clarke"
"36524","Coffeeville","Alabama","Clarke"
"36540","Gainestown","Alabama","Clarke"
"36545","Jackson","Alabama","Clarke"
"36727","Campbell","Alabama","Clarke"
"36784","Thomasville","Alabama","Clarke"
"35082","Hollins","Alabama","Clay"
"36251","Ashland","Alabama","Clay"
"36255","Cragford","Alabama","Clay"
"36258","Delta","Alabama","Clay"
"36266","Lineville","Alabama","Clay"
"36267","Millerville","Alabama","Clay"
"36261","Edwardsville","Alabama","Cleburne"
"36262","Fruithurst","Alabama","Cleburne"
"36264","Heflin","Alabama","Cleburne"
"36269","Muscadine","Alabama","Cleburne"
"36273","Ranburne","Alabama","Cleburne"
"36323","Elba","Alabama","Coffee"
"36330","Enterprise","Alabama","Coffee"
"36331","Enterprise","Alabama","Coffee"
"36346","Jack","Alabama","Coffee"
"36351","New Brockton","Alabama","Coffee"
"36453","Kinston","Alabama","Coffee"
"35616","Cherokee","Alabama","Colbert"
"35646","Leighton","Alabama","Colbert"
"35660","Sheffield","Alabama","Colbert"
"35661","Muscle Shoals","Alabama","Colbert"
"35662","Muscle Shoals","Alabama","Colbert"
"35674","Tuscumbia","Alabama","Colbert"
"36401","Evergreen","Alabama","Conecuh"
"36429","Brooklyn","Alabama","Conecuh"
"36432","Castleberry","Alabama","Conecuh"
"36454","Lenox","Alabama","Conecuh"
"36473","Range","Alabama","Conecuh"
"36475","Repton","Alabama","Conecuh"
"35072","Goodwater","Alabama","Coosa"
"35089","Kellyton","Alabama","Coosa"
"35136","Rockford","Alabama","Coosa"
"35183","Weogufka","Alabama","Coosa"
"36026","Equality","Alabama","Coosa"
"36038","Gantt","Alabama","Covington"
"36420","Andalusia","Alabama","Covington"
"36442","Florala","Alabama","Covington"
"36455","Lockhart","Alabama","Covington"
"36467","Opp","Alabama","Covington"
"36474","Red Level","Alabama","Covington"
"36476","River Falls","Alabama","Covington"
"36483","Wing","Alabama","Covington"
"36009","Brantley","Alabama","Crenshaw"
"36028","Dozier","Alabama","Crenshaw"
"36034","Glenwood","Alabama","Crenshaw"
"36041","Highland Home","Alabama","Crenshaw"
"36042","Honoraville","Alabama","Crenshaw"
"36049","Luverne","Alabama","Crenshaw"
"36062","Petrey","Alabama","Crenshaw"
"36071","Rutledge","Alabama","Crenshaw"
"35019","Baileyton","Alabama","Cullman"
"35033","Bremen","Alabama","Cullman"
"35053","Crane Hill","Alabama","Cullman"
"35055","Cullman","Alabama","Cullman"
"35056","Cullman","Alabama","Cullman"
"35057","Cullman","Alabama","Cullman"
"35058","Cullman","Alabama","Cullman"
"35070","Garden City","Alabama","Cullman"
"35077","Hanceville","Alabama","Cullman"
"35083","Holly Pond","Alabama","Cullman"
"35087","Joppa","Alabama","Cullman"
"35098","Logan","Alabama","Cullman"
"35179","Vinemont","Alabama","Cullman"
"36311","Ariton","Alabama","Dale"
"36317","Clopton","Alabama","Dale"
"36322","Daleville","Alabama","Dale"
"36350","Midland City","Alabama","Dale"
"36352","Newton","Alabama","Dale"
"36360","Ozark","Alabama","Dale"
"36361","Ozark","Alabama","Dale"
"36362","Fort Rucker","Alabama","Dale"
"36371","Pinckard","Alabama","Dale"
"36374","Skipperville","Alabama","Dale"
"36701","Selma","Alabama","Dallas"
"36702","Selma","Alabama","Dallas"
"36703","Selma","Alabama","Dallas"
"36758","Plantersville","Alabama","Dallas"
"36759","Marion Junction","Alabama","Dallas"
"36761","Minter","Alabama","Dallas"
"36767","Orrville","Alabama","Dallas"
"36773","Safford","Alabama","Dallas"
"36775","Sardis","Alabama","Dallas"
"36785","Tyler","Alabama","Dallas"
"35961","Collinsville","Alabama","DeKalb"
"35962","Crossville","Alabama","DeKalb"
"35963","Dawson","Alabama","DeKalb"
"35967","Fort Payne","Alabama","DeKalb"
"35968","Fort Payne","Alabama","DeKalb"
"35971","Fyffe","Alabama","DeKalb"
"35974","Geraldine","Alabama","DeKalb"
"35975","Groveoak","Alabama","DeKalb"
"35978","Henagar","Alabama","DeKalb"
"35981","Ider","Alabama","DeKalb"
"35984","Mentone","Alabama","DeKalb"
"35986","Rainsville","Alabama","DeKalb"
"35988","Sylvania","Alabama","DeKalb"
"35989","Valley Head","Alabama","DeKalb"
"36020","Coosada","Alabama","Elmore"
"36022","Deatsville","Alabama","Elmore"
"36024","Eclectic","Alabama","Elmore"
"36025","Elmore","Alabama","Elmore"
"36045","Kent","Alabama","Elmore"
"36054","Millbrook","Alabama","Elmore"
"36078","Tallassee","Alabama","Elmore"
"36080","Titus","Alabama","Elmore"
"36092","Wetumpka","Alabama","Elmore"
"36093","Wetumpka","Alabama","Elmore"
"36426","Brewton","Alabama","Escambia"
"36427","Brewton","Alabama","Escambia"
"36441","Flomaton","Alabama","Escambia"
"36502","Atmore","Alabama","Escambia"
"36503","Atmore","Alabama","Escambia"
"36504","Atmore","Alabama","Escambia"
"36543","Huxford","Alabama","Escambia"
"35901","Gadsden","Alabama","Etowah"
"35902","Gadsden","Alabama","Etowah"
"35903","Gadsden","Alabama","Etowah"
"35904","Gadsden","Alabama","Etowah"
"35905","Gadsden","Alabama","Etowah"
"35906","Rainbow City","Alabama","Etowah"
"35907","Gadsden","Alabama","Etowah"
"35952","Altoona","Alabama","Etowah"
"35954","Attalla","Alabama","Etowah"
"35972","Gallant","Alabama","Etowah"
"35990","Walnut Grove","Alabama","Etowah"
"35542","Bankston","Alabama","Fayette"
"35545","Belk","Alabama","Fayette"
"35546","Berry","Alabama","Fayette"
"35555","Fayette","Alabama","Fayette"
"35559","Glen Allen","Alabama","Fayette"
"35571","Hodges","Alabama","Franklin"
"35581","Phil Campbell","Alabama","Franklin"
"35582","Red Bay","Alabama","Franklin"
"35585","Spruce Pine","Alabama","Franklin"
"35593","Vina","Alabama","Franklin"
"35653","Russellville","Alabama","Franklin"
"35654","Russellville","Alabama","Franklin"
"36313","Bellwood","Alabama","Geneva"
"36314","Black","Alabama","Geneva"
"36316","Chancellor","Alabama","Geneva"
"36318","Coffee Springs","Alabama","Geneva"
"36340","Geneva","Alabama","Geneva"
"36344","Hartford","Alabama","Geneva"
"36349","Malvern","Alabama","Geneva"
"36375","Slocomb","Alabama","Geneva"
"36477","Samson","Alabama","Geneva"
"35443","Boligee","Alabama","Greene"
"35448","Clinton","Alabama","Greene"
"35462","Eutaw","Alabama","Greene"
"35469","Knoxville","Alabama","Greene"
"35491","West Greene","Alabama","Greene"
"36740","Forkland","Alabama","Greene"
"35441","Akron","Alabama","Hale"
"35474","Moundville","Alabama","Hale"
"36742","Gallion","Alabama","Hale"
"36744","Greensboro","Alabama","Hale"
"36765","Newbern","Alabama","Hale"
"36776","Sawyerville","Alabama","Hale"
"36310","Abbeville","Alabama","Henry"
"36345","Headland","Alabama","Henry"
"36353","Newville","Alabama","Henry"
"36373","Shorterville","Alabama","Henry"
"36301","Dothan","Alabama","Houston"
"36302","Dothan","Alabama","Houston"
"36303","Dothan","Alabama","Houston"
"36304","Dothan","Alabama","Houston"
"36305","Dothan","Alabama","Houston"
"36312","Ashford","Alabama","Houston"
"36319","Columbia","Alabama","Houston"
"36320","Cottonwood","Alabama","Houston"
"36321","Cowarts","Alabama","Houston"
"36343","Gordon","Alabama","Houston"
"36370","Pansey","Alabama","Houston"
"36376","Webb","Alabama","Houston"
"35740","Bridgeport","Alabama","Jackson"
"35744","Dutton","Alabama","Jackson"
"35745","Estillfork","Alabama","Jackson"
"35746","Fackler","Alabama","Jackson"
"35751","Hollytree","Alabama","Jackson"
"35752","Hollywood","Alabama","Jackson"
"35755","Langston","Alabama","Jackson"
"35764","Paint Rock","Alabama","Jackson"
"35765","Pisgah","Alabama","Jackson"
"35766","Princeton","Alabama","Jackson"
"35768","Scottsboro","Alabama","Jackson"
"35769","Scottsboro","Alabama","Jackson"
"35771","Section","Alabama","Jackson"
"35772","Stevenson","Alabama","Jackson"
"35774","Trenton","Alabama","Jackson"
"35776","Woodville","Alabama","Jackson"
"35958","Bryant","Alabama","Jackson"
"35966","Flat Rock","Alabama","Jackson"
"35979","Higdon","Alabama","Jackson"
"35005","Adamsville","Alabama","Jefferson"
"35006","Adger","Alabama","Jefferson"
"35015","Alton","Alabama","Jefferson"
"35020","Bessemer","Alabama","Jefferson"
"35021","Bessemer","Alabama","Jefferson"
"35022","Bessemer","Alabama","Jefferson"
"35023","Bessemer","Alabama","Jefferson"
"35036","Brookside","Alabama","Jefferson"
"35048","Clay","Alabama","Jefferson"
"35060","Docena","Alabama","Jefferson"
"35061","Dolomite","Alabama","Jefferson"
"35064","Fairfield","Alabama","Jefferson"
"35068","Fultondale","Alabama","Jefferson"
"35071","Gardendale","Alabama","Jefferson"
"35073","Graysville","Alabama","Jefferson"
"35091","Kimberly","Alabama","Jefferson"
"35094","Leeds","Alabama","Jefferson"
"35111","Mc Calla","Alabama","Jefferson"
